timestamp,date,hour,day_of_week,is_weekday,month,road_name,district,weather,total_vehicles,motorcycles,cars,buses,trucks,avg_speed_kmh,congestion_level
2024-01-18 17:00,2024-01-18,17,Thursday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Cloudy,3302,1865,846,176,415,6.4,Severe
2024-01-18 17:00,2024-01-18,17,Thursday,1,January,Jl. Gajah Mada,Ciracas,Heavy Rain,1943,1073,448,106,316,14.9,Severe
2024-01-18 17:00,2024-01-18,17,Thursday,1,January,Jl. Suryopranoto,Setiabudi,Cloudy,2688,1805,798,59,26,8.6,Severe
2024-01-18 17:00,2024-01-18,17,Thursday,1,January,Jl. Veteran,Tebet,Clear,3012,1970,914,100,28,8.4,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Sudirman,Menteng,Cloudy,2718,1846,564,97,211,19.9,High
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Thamrin,Tanah Abang,Clear,2811,1904,756,93,58,15.7,High
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Gatot Subroto,Senen,Clear,2117,1374,606,114,23,10.3,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Rasuna Said,Menteng,Cloudy,2960,1718,856,175,211,13.1,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. TB Simatupang,Sawah Besar,Cloudy,2842,1829,855,119,39,13.1,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. HR Rasuna Said,Kemayoran,Heavy Rain,2355,1601,652,48,54,9.3,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Kuningan,Senen,Cloudy,3369,2011,911,181,266,18.0,High
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Pemuda,Cempaka Putih,Cloudy,3102,1826,721,105,450,14.1,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Benyamin Suaeb,Johar Baru,Light Rain,2420,1396,842,137,45,14.3,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,2560,1622,814,101,23,21.0,High
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Mangga Besar,Kramat Jati,Clear,2899,1807,725,172,195,7.0,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Overcast,2105,1377,650,58,20,7.9,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,2243,1363,706,91,83,15.0,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Suryopranoto,Setiabudi,Cloudy,2133,1464,485,67,117,10.4,Severe
2024-01-18 18:00,2024-01-18,18,Thursday,1,January,Jl. Veteran,Tebet,Light Rain,2631,1741,767,98,25,8.2,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Sudirman,Menteng,Clear,2858,1692,846,133,187,18.7,High
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Thamrin,Tanah Abang,Cloudy,2441,1552,722,94,73,16.6,High
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Gatot Subroto,Senen,Clear,3223,2117,1006,69,31,7.4,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Rasuna Said,Menteng,Clear,2215,1299,711,115,90,14.2,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. TB Simatupang,Sawah Besar,Cloudy,2051,1143,543,66,299,10.4,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. HR Rasuna Said,Kemayoran,Light Rain,2855,1712,830,82,231,7.0,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Kuningan,Senen,Cloudy,2519,1600,539,137,243,20.5,High
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Pemuda,Cempaka Putih,Light Rain,2907,1967,842,60,38,14.2,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Benyamin Suaeb,Johar Baru,Cloudy,3056,1971,895,160,30,19.5,High
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Overcast,3069,1822,1010,114,123,7.2,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Mangga Besar,Kramat Jati,Light Rain,2542,1577,566,112,287,8.6,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Cloudy,2332,1586,484,137,125,21.5,High
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,2210,1547,446,99,118,10.5,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Suryopranoto,Setiabudi,Light Rain,2815,1753,683,57,322,8.7,Severe
2024-01-18 19:00,2024-01-18,19,Thursday,1,January,Jl. Veteran,Tebet,Clear,2469,1383,785,134,167,6.9,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Sudirman,Menteng,Cloudy,2187,1403,496,57,231,13.2,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Thamrin,Tanah Abang,Light Rain,2308,1542,648,96,22,9.7,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Gatot Subroto,Senen,Overcast,2708,1563,689,119,337,19.8,High
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Rasuna Said,Menteng,Clear,2076,1410,541,59,66,7.3,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. TB Simatupang,Sawah Besar,Overcast,3272,2018,1024,156,74,19.4,High
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. HR Rasuna Said,Kemayoran,Clear,2968,1769,896,109,194,6.9,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Kuningan,Senen,Light Rain,1931,1120,467,80,264,6.3,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Pemuda,Cempaka Putih,Cloudy,2370,1306,517,108,439,7.5,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Benyamin Suaeb,Johar Baru,Light Rain,2438,1477,844,69,48,9.8,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Cloudy,3114,1886,1079,81,68,18.2,High
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Mangga Besar,Kramat Jati,Clear,2417,1605,705,71,36,13.5,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Clear,2945,1762,890,143,150,11.1,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Gajah Mada,Ciracas,Clear,2299,1315,715,98,171,10.5,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Suryopranoto,Setiabudi,Heavy Rain,2433,1540,666,135,92,12.3,Severe
2024-01-18 20:00,2024-01-18,20,Thursday,1,January,Jl. Veteran,Tebet,Cloudy,2763,1628,839,140,156,6.3,Severe
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Sudirman,Menteng,Heavy Rain,665,455,137,36,37,21.3,High
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Thamrin,Tanah Abang,Cloudy,753,456,190,28,79,38.2,Medium
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Gatot Subroto,Senen,Heavy Rain,342,211,107,15,9,25.9,Medium
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Rasuna Said,Menteng,Overcast,567,374,146,23,24,52.4,Low
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. TB Simatupang,Sawah Besar,Clear,574,375,151,28,20,42.0,Low
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. HR Rasuna Said,Kemayoran,Overcast,282,172,57,6,47,54.4,Low
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Kuningan,Senen,Light Rain,353,224,109,17,3,28.9,Medium
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Pemuda,Cempaka Putih,Cloudy,522,338,154,26,4,53.7,Low
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Benyamin Suaeb,Johar Baru,Light Rain,597,350,159,26,62,30.4,Medium
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Cloudy,783,509,227,40,7,44.5,Low
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Mangga Besar,Kramat Jati,Cloudy,453,289,141,10,13,45.1,Low
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Light Rain,343,234,88,18,3,39.1,Medium
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Gajah Mada,Ciracas,Cloudy,661,384,196,34,47,48.8,Low
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Suryopranoto,Setiabudi,Clear,596,339,175,34,48,40.4,Low
2024-01-18 21:00,2024-01-18,21,Thursday,1,January,Jl. Veteran,Tebet,Clear,356,225,118,10,3,53.8,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Sudirman,Menteng,Heavy Rain,429,245,122,21,41,37.8,Medium
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Thamrin,Tanah Abang,Clear,321,181,97,18,25,39.2,Medium
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Gatot Subroto,Senen,Cloudy,242,156,72,10,4,53.3,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Rasuna Said,Menteng,Clear,467,284,153,13,17,41.8,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. TB Simatupang,Sawah Besar,Clear,354,203,102,21,28,47.3,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. HR Rasuna Said,Kemayoran,Light Rain,495,309,158,24,4,22.7,High
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Kuningan,Senen,Clear,449,248,115,15,71,43.4,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Pemuda,Cempaka Putih,Clear,622,346,179,27,70,53.3,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Benyamin Suaeb,Johar Baru,Clear,272,173,77,11,11,37.8,Medium
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Overcast,210,137,63,8,2,48.5,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Mangga Besar,Kramat Jati,Cloudy,589,333,197,22,37,50.3,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Clear,502,339,149,10,4,46.9,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Gajah Mada,Ciracas,Cloudy,621,373,176,25,47,45.2,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Suryopranoto,Setiabudi,Clear,467,313,127,23,4,50.6,Low
2024-01-18 22:00,2024-01-18,22,Thursday,1,January,Jl. Veteran,Tebet,Heavy Rain,358,224,94,19,21,25.9,Medium
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Sudirman,Menteng,Clear,427,273,129,17,8,50.5,Low
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Thamrin,Tanah Abang,Heavy Rain,451,289,122,26,14,22.3,High
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Gatot Subroto,Senen,Cloudy,536,353,128,13,42,54.2,Low
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Rasuna Said,Menteng,Overcast,323,181,90,16,36,46.1,Low
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. TB Simatupang,Sawah Besar,Cloudy,483,318,147,14,4,44.3,Low
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. HR Rasuna Said,Kemayoran,Cloudy,323,208,86,11,18,38.2,Medium
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Kuningan,Senen,Light Rain,323,204,86,16,17,20.5,High
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Pemuda,Cempaka Putih,Clear,514,294,169,21,30,38.6,Medium
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Benyamin Suaeb,Johar Baru,Clear,762,456,245,16,45,36.8,Medium
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,421,256,92,16,57,35.5,Medium
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Mangga Besar,Kramat Jati,Heavy Rain,464,272,158,9,25,25.5,Medium
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Light Rain,211,124,70,5,12,27.9,Medium
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Gajah Mada,Ciracas,Clear,397,232,106,8,51,45.9,Low
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Suryopranoto,Setiabudi,Light Rain,195,133,48,4,10,39.6,Medium
2024-01-18 23:00,2024-01-18,23,Thursday,1,January,Jl. Veteran,Tebet,Cloudy,481,328,113,17,23,42.8,Low
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Sudirman,Menteng,Heavy Rain,526,312,109,25,80,31.8,Medium
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Thamrin,Tanah Abang,Light Rain,708,484,179,21,24,25.4,Medium
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Gatot Subroto,Senen,Clear,409,250,93,10,56,42.2,Low
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Rasuna Said,Menteng,Heavy Rain,229,131,54,12,32,23.0,High
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. TB Simatupang,Sawah Besar,Heavy Rain,534,312,117,23,82,27.8,Medium
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. HR Rasuna Said,Kemayoran,Heavy Rain,609,411,135,36,27,29.6,Medium
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Kuningan,Senen,Light Rain,542,354,142,16,30,28.5,Medium
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Pemuda,Cempaka Putih,Light Rain,615,427,156,19,13,28.6,Medium
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Benyamin Suaeb,Johar Baru,Cloudy,424,290,86,8,40,47.1,Low
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Cloudy,763,498,209,16,40,41.0,Low
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Mangga Besar,Kramat Jati,Clear,515,293,133,10,79,43.6,Low
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Clear,228,140,75,11,2,39.5,Medium
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,506,344,123,13,26,28.2,Medium
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Suryopranoto,Setiabudi,Light Rain,276,162,55,9,50,25.0,Medium
2024-01-19 00:00,2024-01-19,0,Friday,1,January,Jl. Veteran,Tebet,Cloudy,554,383,111,27,33,37.1,Medium
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Sudirman,Menteng,Light Rain,235,134,82,10,9,41.2,Low
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Thamrin,Tanah Abang,Overcast,363,226,92,7,38,42.8,Low
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Gatot Subroto,Senen,Cloudy,608,350,135,27,96,36.9,Medium
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Rasuna Said,Menteng,Clear,726,421,211,27,67,47.5,Low
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. TB Simatupang,Sawah Besar,Light Rain,554,359,176,14,5,34.7,Medium
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. HR Rasuna Said,Kemayoran,Clear,352,239,97,13,3,52.8,Low
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Kuningan,Senen,Cloudy,228,149,53,9,17,51.6,Low
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Pemuda,Cempaka Putih,Clear,499,286,172,27,14,36.8,Medium
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Benyamin Suaeb,Johar Baru,Overcast,728,469,231,22,6,37.3,Medium
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Cloudy,263,160,53,11,39,52.3,Low
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Mangga Besar,Kramat Jati,Light Rain,232,153,59,9,11,28.6,Medium
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Overcast,520,297,139,13,71,43.5,Low
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,346,192,96,9,49,29.1,Medium
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Suryopranoto,Setiabudi,Cloudy,529,313,140,16,60,36.1,Medium
2024-01-19 01:00,2024-01-19,1,Friday,1,January,Jl. Veteran,Tebet,Clear,240,133,59,9,39,38.0,Medium
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Sudirman,Menteng,Clear,637,367,158,36,76,35.3,Medium
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Thamrin,Tanah Abang,Light Rain,235,136,48,10,41,23.1,High
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Gatot Subroto,Senen,Cloudy,503,298,103,17,85,53.5,Low
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Rasuna Said,Menteng,Cloudy,656,416,186,27,27,47.3,Low
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. TB Simatupang,Sawah Besar,Clear,655,435,191,23,6,38.8,Medium
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. HR Rasuna Said,Kemayoran,Overcast,317,202,104,8,3,35.5,Medium
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Kuningan,Senen,Light Rain,653,373,136,35,109,34.3,Medium
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Pemuda,Cempaka Putih,Clear,590,361,201,23,5,40.7,Low
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Benyamin Suaeb,Johar Baru,Heavy Rain,382,213,91,13,65,28.0,Medium
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Overcast,277,192,66,16,3,48.0,Low
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Mangga Besar,Kramat Jati,Clear,786,488,159,34,105,46.6,Low
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Clear,372,213,94,12,53,45.3,Low
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Gajah Mada,Ciracas,Cloudy,307,209,76,10,12,40.0,Low
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Suryopranoto,Setiabudi,Overcast,214,137,65,10,2,39.9,Medium
2024-01-19 02:00,2024-01-19,2,Friday,1,January,Jl. Veteran,Tebet,Clear,543,362,118,29,34,51.7,Low
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Sudirman,Menteng,Clear,739,466,171,32,70,35.7,Medium
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Thamrin,Tanah Abang,Clear,241,134,64,6,37,52.0,Low
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Gatot Subroto,Senen,Cloudy,214,144,50,12,8,49.7,Low
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Rasuna Said,Menteng,Light Rain,433,265,96,20,52,23.6,High
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. TB Simatupang,Sawah Besar,Light Rain,252,161,79,10,2,29.5,Medium
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. HR Rasuna Said,Kemayoran,Overcast,233,139,79,7,8,47.0,Low
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Kuningan,Senen,Cloudy,532,334,168,26,4,35.5,Medium
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Pemuda,Cempaka Putih,Light Rain,381,227,83,18,53,31.1,Medium
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Benyamin Suaeb,Johar Baru,Cloudy,523,327,152,23,21,49.9,Low
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Cloudy,669,387,175,17,90,47.5,Low
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Mangga Besar,Kramat Jati,Overcast,684,475,187,14,8,39.4,Medium
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Overcast,279,167,73,9,30,46.4,Low
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Gajah Mada,Ciracas,Clear,309,203,76,6,24,53.5,Low
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Suryopranoto,Setiabudi,Light Rain,522,349,139,27,7,33.8,Medium
2024-01-19 03:00,2024-01-19,3,Friday,1,January,Jl. Veteran,Tebet,Light Rain,645,426,186,27,6,28.8,Medium
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Sudirman,Menteng,Clear,680,402,224,25,29,50.8,Low
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Thamrin,Tanah Abang,Light Rain,352,196,82,8,66,26.8,Medium
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Gatot Subroto,Senen,Clear,467,282,141,22,22,38.9,Medium
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Rasuna Said,Menteng,Clear,644,367,139,38,100,50.0,Low
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. TB Simatupang,Sawah Besar,Heavy Rain,505,313,138,26,28,25.6,Medium
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. HR Rasuna Said,Kemayoran,Clear,433,256,149,24,4,49.7,Low
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Kuningan,Senen,Cloudy,624,432,143,28,21,52.4,Low
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Pemuda,Cempaka Putih,Clear,603,348,157,23,75,45.2,Low
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Benyamin Suaeb,Johar Baru,Heavy Rain,185,109,42,4,30,24.7,High
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Cloudy,788,501,253,27,7,48.4,Low
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Mangga Besar,Kramat Jati,Cloudy,641,358,193,37,53,35.2,Medium
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Light Rain,241,143,83,12,3,32.4,Medium
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,323,191,83,18,31,30.8,Medium
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Suryopranoto,Setiabudi,Light Rain,632,373,145,15,99,26.5,Medium
2024-01-19 04:00,2024-01-19,4,Friday,1,January,Jl. Veteran,Tebet,Overcast,285,190,82,8,5,38.8,Medium
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Sudirman,Menteng,Clear,205,120,65,9,11,41.1,Low
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Thamrin,Tanah Abang,Clear,432,244,105,15,68,40.5,Low
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Gatot Subroto,Senen,Cloudy,817,503,274,33,7,38.7,Medium
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Rasuna Said,Menteng,Clear,302,196,88,16,2,39.1,Medium
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. TB Simatupang,Sawah Besar,Heavy Rain,329,185,83,9,52,27.5,Medium
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. HR Rasuna Said,Kemayoran,Light Rain,677,391,156,26,104,21.6,High
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Kuningan,Senen,Clear,615,385,130,30,70,36.0,Medium
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Pemuda,Cempaka Putih,Clear,731,459,180,43,49,44.1,Low
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Benyamin Suaeb,Johar Baru,Overcast,680,445,190,15,30,38.2,Medium
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,544,307,148,12,77,48.9,Low
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Mangga Besar,Kramat Jati,Clear,742,476,173,34,59,45.2,Low
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Cloudy,589,370,187,27,5,53.1,Low
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,322,203,78,13,28,38.6,Medium
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Suryopranoto,Setiabudi,Clear,460,303,131,22,4,46.9,Low
2024-01-19 05:00,2024-01-19,5,Friday,1,January,Jl. Veteran,Tebet,Light Rain,337,201,93,8,35,31.9,Medium
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Sudirman,Menteng,Cloudy,3409,2180,1035,163,31,9.5,Severe
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Thamrin,Tanah Abang,Clear,2124,1390,584,45,105,11.9,Severe
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Gatot Subroto,Senen,Cloudy,3188,1772,678,153,585,17.8,High
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Rasuna Said,Menteng,Cloudy,1956,1369,466,73,48,22.4,High
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. TB Simatupang,Sawah Besar,Cloudy,2122,1409,465,89,159,8.6,Severe
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. HR Rasuna Said,Kemayoran,Cloudy,2427,1413,649,111,254,16.6,High
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Kuningan,Senen,Clear,3068,2024,941,74,29,15.2,High
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Pemuda,Cempaka Putih,Cloudy,2831,1786,943,75,27,15.8,High
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Benyamin Suaeb,Johar Baru,Light Rain,2788,1772,801,103,112,12.8,Severe
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Light Rain,2405,1403,801,87,114,7.9,Severe
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Mangga Besar,Kramat Jati,Cloudy,2297,1552,587,117,41,19.5,High
2024-01-19 06:00,2024-01-19,6,Friday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Clear,2837,1766,772,113,186,12.6,Severe
